transaction_id,city,transaction_date,card_type,exp_type,gender,amount
1995,Delhi,5-May-14,Platinum,Fuel,F,178596
1996,Delhi,16-Oct-14,Signature,Bills,M,115215
1997,Greater Mumbai,26-Feb-14,Signature,Food,M,257691
1998,Greater Mumbai,16-Jan-15,Silver,Entertainment,F,285761
1999,Delhi,3-Aug-14,Silver,Grocery,F,72675
2000,Greater Mumbai,26-Nov-14,Signature,Fuel,F,236901
2001,Delhi,13-Apr-15,Signature,Food,M,72927
2002,Delhi,28-Mar-15,Silver,Fuel,F,218711
2003,Bengaluru,21-Dec-14,Signature,Fuel,F,160730
2004,Ahmedabad,30-Dec-14,Signature,Grocery,M,270192
2005,Delhi,1-Feb-15,Platinum,Entertainment,M,107912
2006,Delhi,28-Apr-15,Gold,Grocery,M,166222
2007,Delhi,14-Jan-14,Signature,Bills,F,45788
2008,Bengaluru,1-Nov-13,Silver,Grocery,M,229005
2009,Bengaluru,8-Jan-15,Gold,Bills,M,138582
2010,Delhi,28-Feb-14,Gold,Entertainment,F,50087
2011,Greater Mumbai,22-Jun-14,Signature,Entertainment,M,55879
2012,Bengaluru,3-May-14,Signature,Grocery,M,151571
2013,Greater Mumbai,8-Feb-14,Silver,Entertainment,M,219381
2014,Ahmedabad,30-Mar-14,Platinum,Grocery,M,50713
2015,Bengaluru,13-Feb-14,Signature,Fuel,F,233766
2016,Bengaluru,13-Aug-14,Signature,Bills,M,147202
2017,Delhi,15-Mar-14,Platinum,Food,M,237522
2018,Bengaluru,7-Feb-15,Signature,Bills,M,231889
2019,Ahmedabad,3-Mar-15,Platinum,Entertainment,F,289903
2020,Bengaluru,22-Feb-14,Gold,Bills,M,23377
2021,Bengaluru,19-Jul-14,Silver,Fuel,F,276977
2022,Ahmedabad,4-Apr-14,Platinum,Bills,F,11881
2023,Bengaluru,21-Mar-15,Gold,Fuel,F,182276
2024,Ahmedabad,30-Nov-14,Signature,Grocery,M,15049
2025,Greater Mumbai,20-Oct-14,Platinum,Grocery,M,237952
2026,Bengaluru,26-Oct-13,Platinum,Grocery,M,226207
2027,Bengaluru,19-Feb-15,Silver,Fuel,F,271056
2028,Greater Mumbai,5-Nov-14,Signature,Fuel,M,85084
2029,Bengaluru,12-Oct-13,Silver,Fuel,F,259266
2030,Greater Mumbai,14-Apr-14,Silver,Fuel,F,142703
2031,Greater Mumbai,22-May-15,Signature,Fuel,M,94093
2032,Ahmedabad,31-Aug-14,Platinum,Fuel,F,128467
2033,Ahmedabad,30-Jan-14,Gold,Fuel,F,160469
2034,Greater Mumbai,6-Dec-14,Gold,Fuel,F,219367
2035,Delhi,8-Mar-15,Gold,Fuel,M,158773
2036,Delhi,19-May-14,Gold,Fuel,M,285354
2037,Delhi,10-Oct-13,Signature,Fuel,M,64589
2038,Bengaluru,16-Jan-14,Silver,Fuel,M,77172
2039,Greater Mumbai,20-May-14,Silver,Fuel,F,153062
2040,Greater Mumbai,16-Oct-14,Platinum,Fuel,M,245085
2041,Greater Mumbai,17-Sep-14,Silver,Fuel,M,292356
2042,Bengaluru,4-Oct-14,Platinum,Fuel,M,214674
2043,Greater Mumbai,19-Jan-15,Gold,Fuel,M,275046
2044,Bengaluru,22-May-15,Gold,Fuel,M,182205
2045,Greater Mumbai,7-Feb-15,Silver,Fuel,M,274570
2046,Greater Mumbai,6-Jul-14,Silver,Fuel,M,250008
2047,Ahmedabad,9-Jan-14,Signature,Fuel,F,210837
2048,Greater Mumbai,23-Apr-14,Platinum,Fuel,M,223093
2049,Ahmedabad,9-Oct-13,Gold,Fuel,M,112553
2050,Bengaluru,29-May-14,Signature,Fuel,F,261691
2051,Bengaluru,16-Jan-14,Silver,Fuel,F,282412
2052,Ahmedabad,12-Sep-14,Platinum,Fuel,M,295574
2053,Bengaluru,5-Jul-14,Gold,Fuel,M,79779
2054,Bengaluru,10-May-14,Signature,Fuel,F,285055
2055,Delhi,15-Nov-14,Platinum,Fuel,F,71244
2056,Bengaluru,24-Apr-14,Signature,Fuel,F,21258
2057,Greater Mumbai,6-Jan-14,Platinum,Fuel,F,142698
2058,Greater Mumbai,3-Nov-13,Silver,Fuel,F,22261
2059,Bengaluru,19-Apr-15,Gold,Fuel,M,267598
2060,Delhi,12-Mar-15,Silver,Fuel,F,131304
2061,Bengaluru,16-Jul-14,Silver,Fuel,M,25782
2062,Delhi,26-Sep-14,Silver,Fuel,M,117224
2063,Delhi,13-Dec-13,Signature,Fuel,F,264078
2064,Delhi,27-Feb-14,Silver,Fuel,F,275645
2065,Delhi,22-Jan-15,Gold,Fuel,F,64296
2066,Greater Mumbai,23-Apr-14,Silver,Fuel,F,280235
2067,Greater Mumbai,8-Sep-14,Silver,Fuel,M,114887
2068,Ahmedabad,10-Jan-14,Silver,Fuel,M,105717
2069,Greater Mumbai,23-Nov-13,Gold,Fuel,F,107637
2070,Ahmedabad,26-Apr-15,Silver,Fuel,M,233437
2071,Bengaluru,22-Aug-14,Signature,Fuel,F,230105
2072,Delhi,21-Dec-13,Silver,Fuel,M,181534
2073,Delhi,21-Jan-15,Gold,Fuel,M,202766
2074,Ahmedabad,12-Jan-15,Platinum,Fuel,F,213903
2075,Delhi,29-Dec-13,Silver,Fuel,M,124007
2076,Ahmedabad,18-Dec-14,Gold,Fuel,M,141174
2077,Ahmedabad,29-Jul-14,Signature,Fuel,M,129443
2078,Delhi,3-Sep-14,Platinum,Fuel,M,107395
2079,Delhi,21-Feb-15,Signature,Fuel,M,8459
2080,Delhi,8-Mar-14,Platinum,Fuel,F,30216
2081,Ahmedabad,29-Mar-14,Platinum,Fuel,M,94854
2082,Delhi,23-Feb-14,Signature,Fuel,F,244383
2083,Bengaluru,10-Nov-14,Silver,Fuel,M,36293
2084,Delhi,28-Feb-15,Silver,Fuel,F,255047
2085,Delhi,18-Sep-14,Silver,Fuel,F,183943
2086,Bengaluru,10-Dec-14,Gold,Fuel,F,28960
2087,Ahmedabad,27-Aug-14,Silver,Fuel,M,211454
2088,Delhi,13-Jun-14,Signature,Fuel,M,88738
2089,Bengaluru,4-Jan-15,Gold,Fuel,F,216455
2090,Ahmedabad,4-Jun-14,Platinum,Fuel,M,92549
2091,Ahmedabad,27-Jul-14,Silver,Fuel,M,237517
2092,Greater Mumbai,8-Feb-15,Gold,Fuel,M,119486
2093,Greater Mumbai,2-Apr-15,Gold,Fuel,F,79020
2094,Delhi,28-Jul-14,Silver,Fuel,F,152678
2095,Greater Mumbai,27-May-14,Signature,Fuel,M,187434
2096,Delhi,19-Jun-14,Platinum,Fuel,F,84144
2097,Delhi,20-Feb-14,Gold,Fuel,M,261141
2098,Delhi,25-Dec-14,Gold,Fuel,M,192278
2099,Greater Mumbai,26-Aug-14,Gold,Fuel,F,84961
2100,Bengaluru,29-Jun-14,Platinum,Fuel,M,58538
2101,Delhi,18-Apr-15,Silver,Fuel,M,190441
2102,Delhi,17-May-15,Silver,Fuel,M,64336
2103,Bengaluru,30-Dec-14,Platinum,Fuel,F,256689
2104,Ahmedabad,6-Oct-13,Gold,Fuel,M,265492
2105,Greater Mumbai,18-Apr-14,Signature,Fuel,F,133831
2106,Delhi,31-Jan-14,Gold,Fuel,F,165678
2107,Bengaluru,15-Jan-14,Silver,Fuel,M,243442
2108,Greater Mumbai,13-Nov-14,Gold,Fuel,F,3800
2109,Delhi,1-Jan-14,Signature,Fuel,M,34803
2110,Bengaluru,14-Aug-14,Silver,Fuel,F,262273
2111,Delhi,27-Dec-14,Gold,Fuel,F,89986
2112,Delhi,14-Apr-15,Gold,Fuel,M,98295
2113,Bengaluru,19-Oct-13,Signature,Fuel,M,274621
2114,Delhi,4-Dec-14,Silver,Fuel,F,288091
2115,Delhi,15-Mar-14,Signature,Fuel,M,179615
2116,Ahmedabad,16-Aug-14,Platinum,Fuel,M,38384
2117,Greater Mumbai,24-Nov-13,Gold,Fuel,F,155666
2118,Delhi,8-May-15,Silver,Fuel,F,163645
2119,Ahmedabad,30-Oct-14,Silver,Fuel,F,20392
2120,Delhi,30-Nov-13,Gold,Fuel,F,110960
2121,Greater Mumbai,5-Feb-15,Signature,Fuel,F,59680
2122,Ahmedabad,2-Mar-15,Silver,Fuel,F,30709
2123,Ahmedabad,31-Mar-14,Silver,Fuel,M,28133
2124,Bengaluru,18-Jun-14,Signature,Fuel,M,152071
2125,Greater Mumbai,6-Apr-15,Platinum,Fuel,M,157787
2126,Delhi,24-Sep-14,Platinum,Fuel,M,187180
2127,Ahmedabad,2-Mar-15,Signature,Fuel,M,78844
2128,Bengaluru,6-Oct-13,Signature,Fuel,F,149848
2129,Delhi,25-Apr-14,Silver,Fuel,M,261525
2130,Delhi,20-Sep-14,Signature,Fuel,F,82264
2131,Delhi,17-Jan-14,Gold,Fuel,F,257445
2132,Ahmedabad,2-Jul-14,Gold,Fuel,M,272529
2133,Bengaluru,19-Nov-14,Silver,Fuel,M,122584
2134,Greater Mumbai,18-Jan-15,Silver,Fuel,M,117920
2135,Bengaluru,10-Jan-15,Silver,Fuel,M,228044
2136,Greater Mumbai,16-May-15,Signature,Fuel,M,19567
2137,Greater Mumbai,12-Jan-15,Gold,Fuel,M,267659
2138,Delhi,17-Dec-14,Platinum,Fuel,M,178050
2139,Ahmedabad,24-Mar-15,Silver,Fuel,M,106941
2140,Ahmedabad,14-May-15,Silver,Fuel,M,286599
2141,Greater Mumbai,25-Oct-14,Silver,Fuel,M,104693
2142,Bengaluru,15-Mar-14,Signature,Fuel,F,287910
2143,Greater Mumbai,25-Nov-14,Platinum,Fuel,F,111240
2144,Bengaluru,22-Feb-15,Platinum,Fuel,M,24553
2145,Delhi,15-Jun-14,Silver,Fuel,M,67276
2146,Delhi,24-Nov-14,Signature,Fuel,M,5960
2147,Delhi,30-Sep-14,Silver,Fuel,F,179731
2148,Bengaluru,21-Aug-14,Silver,Fuel,F,175977
2149,Greater Mumbai,20-Sep-14,Gold,Fuel,F,94851
2150,Delhi,25-Dec-13,Platinum,Fuel,F,186168
2151,Greater Mumbai,4-Jan-15,Signature,Fuel,M,163697
2152,Greater Mumbai,22-Apr-14,Signature,Fuel,F,91217
2153,Ahmedabad,4-Jan-14,Silver,Fuel,F,217799
2154,Delhi,28-Jun-14,Silver,Fuel,M,143579
2155,Greater Mumbai,24-Feb-15,Signature,Fuel,M,210351
2156,Bengaluru,16-Oct-13,Gold,Fuel,F,134871
2157,Greater Mumbai,3-Aug-14,Gold,Fuel,M,74624
2158,Delhi,2-Mar-15,Signature,Fuel,M,212742
2159,Greater Mumbai,25-Dec-14,Silver,Fuel,F,279685
2160,Delhi,23-Feb-15,Signature,Fuel,M,59562
2161,Bengaluru,24-Oct-14,Silver,Fuel,M,107067
2162,Greater Mumbai,27-Oct-14,Platinum,Fuel,M,165869
2163,Delhi,11-Sep-14,Signature,Fuel,M,249916
2164,Ahmedabad,24-Jun-14,Gold,Fuel,F,137593
2165,Greater Mumbai,10-Feb-14,Platinum,Fuel,F,117775
2166,Ahmedabad,12-Feb-14,Silver,Fuel,F,7576
2167,Ahmedabad,31-Dec-14,Gold,Fuel,M,288858
2168,Delhi,7-Apr-15,Platinum,Fuel,F,197217
2169,Bengaluru,11-Jan-15,Gold,Fuel,F,4002
2170,Delhi,31-Dec-14,Silver,Fuel,M,66890
2171,Greater Mumbai,11-Jul-14,Gold,Fuel,M,291816
2172,Ahmedabad,7-Jan-14,Gold,Fuel,F,4774
2173,Ahmedabad,4-Jan-15,Silver,Fuel,F,101280
2174,Greater Mumbai,14-Dec-13,Silver,Fuel,M,294189
2175,Bengaluru,14-Apr-14,Gold,Fuel,M,253515
2176,Delhi,1-Jan-14,Signature,Fuel,F,195592
2177,Greater Mumbai,24-Aug-14,Platinum,Fuel,F,160186
2178,Ahmedabad,13-Mar-15,Gold,Fuel,M,246805
2179,Bengaluru,24-May-15,Gold,Fuel,M,46310
2180,Delhi,9-May-15,Silver,Fuel,F,275932
2181,Ahmedabad,8-Nov-14,Signature,Fuel,M,170755
2182,Bengaluru,28-Jan-14,Silver,Fuel,F,235548
2183,Greater Mumbai,19-Jun-14,Platinum,Fuel,F,242352
2184,Ahmedabad,12-Nov-13,Signature,Fuel,F,80172
2185,Ahmedabad,8-Oct-14,Gold,Fuel,M,48462
2186,Bengaluru,21-Jul-14,Platinum,Fuel,F,59273
2187,Greater Mumbai,12-Jan-14,Platinum,Fuel,M,158015
2188,Delhi,12-Jul-14,Gold,Fuel,M,9276
2189,Greater Mumbai,7-Feb-14,Signature,Fuel,F,102106
2190,Ahmedabad,26-Oct-13,Platinum,Fuel,M,236462
2191,Delhi,24-Jan-14,Silver,Fuel,F,98924
2192,Ahmedabad,9-Mar-14,Silver,Fuel,M,295374
2193,Bengaluru,12-Nov-13,Signature,Fuel,F,107501
2194,Greater Mumbai,26-Aug-14,Platinum,Fuel,M,169909
2195,Greater Mumbai,10-Mar-14,Signature,Fuel,M,255816
2196,Delhi,14-Dec-14,Silver,Fuel,F,34303
2197,Delhi,8-Oct-13,Platinum,Fuel,M,293383
2198,Ahmedabad,15-Apr-14,Gold,Fuel,M,152913
2199,Delhi,13-Dec-13,Platinum,Fuel,F,84460
2200,Delhi,2-Apr-14,Platinum,Fuel,M,118530
2201,Bengaluru,24-Jan-14,Signature,Fuel,F,219439
2202,Ahmedabad,28-Jul-14,Platinum,Fuel,F,261987
2203,Delhi,10-Jan-14,Gold,Fuel,M,41785
2204,Delhi,21-Sep-14,Signature,Fuel,F,23736
2205,Ahmedabad,17-Mar-14,Gold,Fuel,F,26606
2206,Greater Mumbai,31-Aug-14,Signature,Fuel,M,264377
2207,Delhi,16-Dec-13,Gold,Fuel,M,51216
2208,Bengaluru,1-Jun-14,Platinum,Fuel,M,162170
2209,Bengaluru,7-Oct-13,Silver,Fuel,F,224526
2210,Greater Mumbai,1-Jan-15,Platinum,Fuel,F,107350
2211,Greater Mumbai,27-Aug-14,Platinum,Fuel,F,215768
2212,Ahmedabad,6-Jun-14,Silver,Fuel,F,197439
2213,Ahmedabad,23-Dec-13,Gold,Fuel,F,261156
2214,Ahmedabad,15-Mar-15,Silver,Fuel,F,139117
2215,Bengaluru,8-Nov-13,Silver,Fuel,F,186183
2216,Ahmedabad,19-Sep-14,Gold,Fuel,F,103785
2217,Delhi,4-Jan-14,Platinum,Fuel,F,229963
2218,Delhi,16-Jun-14,Platinum,Fuel,F,140792
2219,Greater Mumbai,19-Dec-13,Platinum,Fuel,M,168491
2220,Ahmedabad,21-Sep-14,Signature,Fuel,M,90044
2221,Ahmedabad,15-May-15,Gold,Fuel,M,41864
2222,Bengaluru,25-Dec-13,Platinum,Fuel,F,119698
2223,Ahmedabad,11-Feb-15,Signature,Fuel,M,91801
2224,Ahmedabad,17-Apr-14,Platinum,Fuel,M,236441
2225,Bengaluru,23-Aug-14,Silver,Fuel,F,204302
2226,Ahmedabad,1-Jan-14,Signature,Fuel,F,158105
2227,Ahmedabad,29-Aug-14,Signature,Fuel,F,168243
2228,Bengaluru,26-May-15,Silver,Fuel,F,156063
2229,Ahmedabad,28-Aug-14,Platinum,Fuel,M,181484
2230,Delhi,25-Nov-14,Gold,Fuel,M,55599
2231,Ahmedabad,19-Nov-14,Gold,Fuel,F,113845
2232,Ahmedabad,18-Oct-13,Signature,Fuel,M,192720
2233,Greater Mumbai,8-Apr-15,Platinum,Fuel,F,80703
2234,Bengaluru,17-May-14,Platinum,Fuel,F,117597
2235,Bengaluru,2-Sep-14,Signature,Fuel,M,219866
2236,Greater Mumbai,10-Nov-13,Platinum,Fuel,M,233803
2237,Delhi,24-Nov-14,Gold,Fuel,F,290070
2238,Bengaluru,30-Mar-15,Gold,Fuel,M,230035
2239,Greater Mumbai,2-Jan-14,Platinum,Fuel,M,16265
2240,Bengaluru,3-Jan-14,Gold,Fuel,F,41795
2241,Bengaluru,11-Dec-13,Signature,Fuel,F,64946
2242,Delhi,28-Jan-14,Signature,Fuel,M,78468
2243,Delhi,15-Jul-14,Platinum,Fuel,M,122327
2244,Delhi,26-Dec-13,Platinum,Fuel,F,86834
2245,Delhi,27-May-14,Gold,Fuel,M,246757
2246,Bengaluru,14-May-15,Signature,Fuel,M,125896
2247,Greater Mumbai,24-Oct-13,Platinum,Fuel,M,16449
2248,Bengaluru,23-Feb-15,Signature,Fuel,M,19407
2249,Delhi,14-Jul-14,Silver,Fuel,F,281265
2250,Greater Mumbai,16-Aug-14,Signature,Fuel,F,229651
2251,Delhi,5-May-15,Gold,Fuel,M,100755
2252,Bengaluru,29-Nov-14,Signature,Fuel,M,185629
2253,Greater Mumbai,3-Sep-14,Platinum,Fuel,F,196437
2254,Greater Mumbai,14-Mar-15,Platinum,Fuel,M,286949
2255,Delhi,21-Feb-14,Signature,Fuel,M,222878
2256,Delhi,18-Jun-14,Platinum,Fuel,M,216353
2257,Ahmedabad,22-May-15,Gold,Fuel,M,179707
2258,Bengaluru,5-Jan-15,Platinum,Fuel,F,108213
2259,Ahmedabad,1-Jan-14,Platinum,Fuel,M,54061
2260,Delhi,15-Oct-13,Platinum,Fuel,F,47540
2261,Ahmedabad,16-Aug-14,Silver,Fuel,F,249341
2262,Bengaluru,31-Oct-13,Gold,Fuel,M,298183
2263,Ahmedabad,27-Apr-14,Platinum,Fuel,M,185575
2264,Greater Mumbai,16-Nov-13,Gold,Fuel,M,290188
2265,Bengaluru,5-Aug-14,Platinum,Fuel,F,235625
2266,Bengaluru,13-Jan-14,Signature,Fuel,M,201130
2267,Ahmedabad,8-Mar-15,Silver,Fuel,F,221033
2268,Delhi,26-Aug-14,Platinum,Fuel,F,225070
2269,Bengaluru,20-May-15,Gold,Fuel,F,147453
2270,Bengaluru,17-Nov-14,Silver,Fuel,F,75002
2271,Greater Mumbai,18-Jul-14,Platinum,Fuel,F,231817
2272,Greater Mumbai,28-Jun-14,Platinum,Fuel,M,210040
2273,Bengaluru,13-Dec-13,Silver,Fuel,M,210293
2274,Greater Mumbai,23-Nov-13,Platinum,Fuel,M,165819
2275,Bengaluru,28-Feb-14,Gold,Fuel,F,103678
2276,Ahmedabad,16-Dec-14,Platinum,Fuel,M,46663
2277,Delhi,2-Dec-13,Signature,Fuel,M,2474
2278,Greater Mumbai,7-Aug-14,Signature,Fuel,F,19188
2279,Ahmedabad,22-Feb-14,Silver,Fuel,F,74489
2280,Delhi,13-May-14,Signature,Fuel,M,181644
2281,Greater Mumbai,6-Oct-14,Gold,Fuel,M,256383
2282,Ahmedabad,24-Jan-15,Gold,Fuel,M,234503
2283,Greater Mumbai,30-Dec-14,Gold,Fuel,F,166870
2284,Greater Mumbai,21-Jan-15,Silver,Fuel,F,235773
2285,Greater Mumbai,1-Dec-14,Silver,Fuel,F,46636
2286,Delhi,16-Mar-14,Gold,Fuel,F,143243
2287,Ahmedabad,30-Oct-14,Silver,Fuel,F,128825
2288,Ahmedabad,6-Jun-14,Platinum,Fuel,M,233420
2289,Bengaluru,23-Apr-14,Signature,Fuel,F,267669
2290,Ahmedabad,24-Mar-15,Silver,Fuel,M,95139
2291,Ahmedabad,30-Apr-15,Signature,Fuel,F,71921
2292,Ahmedabad,11-Mar-15,Gold,Fuel,M,12617
2293,Ahmedabad,17-Mar-15,Platinum,Fuel,F,284174
2294,Bengaluru,13-Feb-14,Signature,Fuel,F,297629
2295,Bengaluru,16-Nov-13,Signature,Fuel,F,137104
2296,Delhi,1-Mar-14,Gold,Fuel,M,77287
2297,Ahmedabad,15-Sep-14,Signature,Fuel,F,163745
2298,Greater Mumbai,28-Mar-14,Gold,Fuel,F,259104
2299,Bengaluru,31-Oct-13,Signature,Fuel,M,195879
2300,Ahmedabad,24-Sep-14,Signature,Fuel,F,24203
2301,Greater Mumbai,20-Mar-15,Platinum,Fuel,F,89595
2302,Ahmedabad,12-Nov-14,Silver,Fuel,F,164609
2303,Bengaluru,11-Apr-14,Signature,Fuel,F,227213
2304,Delhi,9-Jan-14,Gold,Fuel,F,243847
2305,Ahmedabad,10-Sep-14,Gold,Fuel,M,259656
2306,Ahmedabad,28-Sep-14,Signature,Fuel,M,294353
2307,Greater Mumbai,23-Mar-14,Platinum,Fuel,M,133872
2308,Delhi,20-Apr-15,Silver,Fuel,M,72414
2309,Bengaluru,6-Mar-14,Platinum,Fuel,M,5647
2310,Ahmedabad,15-Sep-14,Platinum,Fuel,M,221481
2311,Ahmedabad,9-Jan-15,Platinum,Fuel,M,157447
2312,Bengaluru,26-Oct-14,Signature,Fuel,F,65914
2313,Ahmedabad,10-Jun-14,Gold,Fuel,M,222170
2314,Ahmedabad,30-Apr-14,Platinum,Fuel,F,83530
2315,Delhi,6-Feb-15,Platinum,Fuel,F,124536
2316,Ahmedabad,13-Oct-14,Gold,Fuel,F,1925
2317,Ahmedabad,20-May-14,Signature,Fuel,F,56843
2318,Bengaluru,24-May-14,Silver,Fuel,M,67914
2319,Ahmedabad,5-Jul-14,Platinum,Fuel,M,290467
2320,Greater Mumbai,24-May-14,Gold,Fuel,M,35275
2321,Greater Mumbai,28-Jan-15,Signature,Fuel,F,93924
2322,Bengaluru,28-Aug-14,Silver,Fuel,F,14532
2323,Ahmedabad,12-May-14,Platinum,Fuel,M,294969
2324,Bengaluru,9-Nov-14,Gold,Fuel,M,135079
2325,Greater Mumbai,30-Mar-14,Gold,Fuel,M,83278
2326,Delhi,15-Apr-14,Gold,Fuel,M,106343
2327,Delhi,2-Aug-14,Signature,Fuel,M,145463
2328,Ahmedabad,6-Apr-14,Signature,Fuel,M,55140
2329,Bengaluru,13-Oct-13,Gold,Fuel,M,50515
2330,Delhi,21-Feb-14,Signature,Fuel,F,207415
2331,Bengaluru,21-May-14,Signature,Fuel,M,275146
2332,Ahmedabad,20-May-15,Silver,Fuel,M,178406
2333,Ahmedabad,6-Oct-14,Silver,Fuel,M,70229
2334,Bengaluru,9-Nov-13,Signature,Fuel,F,217301
2335,Bengaluru,11-Jan-15,Gold,Fuel,M,102145
2336,Bengaluru,9-Oct-14,Gold,Fuel,F,214747
2337,Greater Mumbai,30-Mar-15,Signature,Fuel,M,179959
2338,Ahmedabad,31-Mar-14,Platinum,Fuel,M,281363
2339,Greater Mumbai,21-Jan-15,Gold,Fuel,F,88400
2340,Delhi,5-Aug-14,Signature,Fuel,M,176065
2341,Greater Mumbai,29-Jul-14,Platinum,Fuel,M,177667
2342,Greater Mumbai,4-Mar-14,Gold,Fuel,F,237038
2343,Ahmedabad,1-Jun-14,Gold,Fuel,M,70354
2344,Greater Mumbai,17-Jul-14,Silver,Fuel,M,80821
2345,Delhi,21-Sep-14,Silver,Fuel,M,160568
2346,Delhi,24-Jan-14,Gold,Fuel,F,125623
2347,Delhi,13-Nov-14,Silver,Fuel,F,246536
2348,Bengaluru,24-Oct-13,Gold,Fuel,M,95578
2349,Delhi,22-Jun-14,Silver,Fuel,F,79777
2350,Delhi,21-Mar-14,Signature,Fuel,M,57734
2351,Greater Mumbai,3-May-15,Platinum,Fuel,M,182378
2352,Ahmedabad,16-Sep-14,Signature,Fuel,F,242631
2353,Greater Mumbai,18-Oct-14,Gold,Fuel,M,74994
2354,Bengaluru,8-Nov-14,Silver,Fuel,F,14704
2355,Bengaluru,28-Oct-13,Silver,Fuel,M,239045
2356,Delhi,7-Mar-14,Silver,Fuel,F,101464
2357,Ahmedabad,3-Mar-15,Platinum,Fuel,M,163162
2358,Bengaluru,14-Jan-14,Silver,Fuel,F,180791
2359,Ahmedabad,15-Sep-14,Platinum,Fuel,M,160457
2360,Greater Mumbai,23-Sep-14,Signature,Fuel,F,255838
2361,Ahmedabad,15-Jun-14,Gold,Fuel,F,57474
2362,Bengaluru,13-Nov-13,Signature,Fuel,M,129001
2363,Greater Mumbai,25-Sep-14,Signature,Fuel,M,26272
2364,Bengaluru,26-Oct-14,Silver,Fuel,M,295396
2365,Delhi,13-Feb-14,Silver,Fuel,M,33337
2366,Bengaluru,1-Feb-14,Signature,Fuel,M,263079
2367,Greater Mumbai,28-Jan-15,Gold,Fuel,M,181278
2368,Ahmedabad,18-May-14,Platinum,Fuel,F,91717
2369,Delhi,17-Oct-14,Signature,Fuel,F,106628
2370,Ahmedabad,3-May-15,Gold,Fuel,M,223286
2371,Greater Mumbai,20-Apr-15,Signature,Fuel,M,206899
2372,Ahmedabad,24-Jan-14,Platinum,Fuel,M,233045
2373,Bengaluru,5-Dec-13,Platinum,Fuel,F,39507
2374,Greater Mumbai,8-Nov-14,Gold,Fuel,M,40347
2375,Greater Mumbai,10-Dec-14,Signature,Fuel,M,190392
2376,Greater Mumbai,4-May-14,Platinum,Fuel,M,260093
2377,Greater Mumbai,24-Nov-14,Silver,Fuel,F,14058
2378,Greater Mumbai,8-Mar-14,Gold,Fuel,F,151610
2379,Ahmedabad,25-Oct-13,Signature,Fuel,F,132803
2380,Greater Mumbai,20-Jan-14,Signature,Fuel,F,160265
2381,Greater Mumbai,24-Feb-15,Platinum,Fuel,M,190986
2382,Greater Mumbai,4-Feb-15,Silver,Fuel,F,116149
2383,Ahmedabad,2-Apr-14,Platinum,Fuel,M,67986
2384,Delhi,7-Mar-15,Gold,Fuel,M,152931
2385,Bengaluru,26-Apr-15,Platinum,Fuel,M,92822
2386,Bengaluru,13-Jul-14,Platinum,Fuel,F,75897
2387,Greater Mumbai,14-Jan-14,Platinum,Fuel,F,134674
2388,Delhi,7-Nov-13,Silver,Fuel,M,120809
2389,Ahmedabad,7-Jan-15,Gold,Fuel,F,196438
2390,Delhi,1-Mar-14,Gold,Fuel,M,167871
2391,Delhi,27-Sep-14,Gold,Fuel,F,49201
2392,Bengaluru,1-May-14,Platinum,Fuel,M,100446
2393,Greater Mumbai,24-Feb-14,Platinum,Fuel,M,153283
2394,Ahmedabad,7-Feb-14,Silver,Fuel,M,86276
2395,Greater Mumbai,28-Jul-14,Signature,Fuel,M,66301
2396,Bengaluru,9-Jan-14,Signature,Fuel,M,148646
2397,Ahmedabad,25-Feb-14,Platinum,Fuel,M,182240
2398,Ahmedabad,28-Mar-14,Silver,Fuel,M,240063
2399,Bengaluru,15-Apr-15,Silver,Fuel,F,178068
2400,Greater Mumbai,7-Jun-14,Gold,Fuel,F,292868
2401,Ahmedabad,27-Dec-14,Signature,Fuel,M,85134
2402,Delhi,29-Apr-15,Signature,Fuel,F,259588
2403,Bengaluru,19-Jan-15,Gold,Fuel,F,84915
2404,Bengaluru,25-Feb-15,Gold,Fuel,M,211827
2405,Greater Mumbai,7-Mar-14,Gold,Fuel,M,136067
2406,Greater Mumbai,30-Sep-14,Signature,Fuel,M,88544
2407,Bengaluru,8-Nov-14,Platinum,Fuel,F,15896
2408,Bengaluru,25-Oct-13,Platinum,Fuel,M,67613
2409,Bengaluru,16-Oct-14,Silver,Fuel,M,163874
2410,Ahmedabad,11-Feb-14,Signature,Fuel,M,123114
2411,Greater Mumbai,10-Feb-14,Gold,Fuel,M,15356
2412,Ahmedabad,9-Feb-14,Gold,Fuel,M,34869
2413,Ahmedabad,15-Oct-13,Signature,Fuel,M,273112
2414,Greater Mumbai,13-Mar-14,Gold,Fuel,F,167189
2415,Ahmedabad,14-Feb-15,Gold,Fuel,M,267686
2416,Ahmedabad,18-Sep-14,Platinum,Fuel,F,215283
2417,Greater Mumbai,18-Jun-14,Signature,Fuel,F,140712
2418,Delhi,9-Mar-15,Signature,Fuel,F,214659
2419,Ahmedabad,27-Mar-15,Gold,Fuel,M,235471
2420,Bengaluru,28-Nov-14,Silver,Fuel,M,18022
2421,Delhi,23-May-14,Silver,Fuel,F,61968
2422,Ahmedabad,11-Jul-14,Platinum,Fuel,F,199572
2423,Delhi,7-Feb-15,Signature,Fuel,F,43543
2424,Greater Mumbai,28-May-14,Gold,Fuel,F,105270
2425,Greater Mumbai,29-Mar-14,Gold,Fuel,F,182574
2426,Ahmedabad,8-Jul-14,Signature,Fuel,F,267508
